protein.Accession,protein.Description,protein.seqCover(%)_KOGSK_Rep1,protein.fmolOnColumn_KOGSK_Rep1,protein.ngramOnColumn_KOGSK_Rep1,protein.seqCover(%)_KOGSK_Rep2,protein.fmolOnColumn_KOGSK_Rep2,protein.ngramOnColumn_KOGSK_Rep2,protein.seqCover(%)_KOGSK_Rep3,protein.fmolOnColumn_KOGSK_Rep3,protein.ngramOnColumn_KOGSK_Rep3,protein.seqCover(%)_WT_Rep1,protein.fmolOnColumn_WT_Rep1,protein.ngramOnColumn_WT_Rep1,protein.seqCover(%)_WT_Rep2,protein.fmolOnColumn_WT_Rep2,protein.ngramOnColumn_WT_Rep2,protein.seqCover(%)_WT_Rep3,protein.fmolOnColumn_WT_Rep3,protein.ngramOnColumn_WT_Rep3
PPIL3_HUMAN,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1,60.25,39.0048,0.717,39.75,3.5594,0.0654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.48,20.792,0.3822
SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1,53.17,382.0028,5.3596,NaN,NaN,NaN,26.19,48.269,0.6772,NaN,NaN,NaN,NaN,NaN,NaN,44.44,217.3854,3.05
MYH7B_HUMAN,Myosin-7B OS=Homo sapiens GN=MYH7B PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.48,49.0728,10.9201,13.09,10.4208,2.3189,15.97,129.6167,28.8434
MGST1_HUMAN,Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1,21.29,20.9839,0.3705,7.74,5.0983,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.06,32.5344,0.5744
DEN2A_HUMAN,DENN domain-containing protein 2A OS=Homo sapiens GN=DENND2A PE=2 SV=4,19.03,124.5914,14.2988,20.02,21.2493,2.4387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.05,42.7196,4.9027
MTAP2_HUMAN,Microtubule-associated protein 2 OS=Homo sapiens GN=MAP2 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,21.4,39.744,7.9481,NaN,NaN,NaN,19.76,11.093,2.2184,21.29,26.1957,5.2387
DCBD2_HUMAN,Discoidin_ CUB and LCCL domain-containing protein 2 OS=Homo sapiens GN=DCBLD2 PE=1 SV=1,18.97,61.2198,5.2617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.84,23.0699,1.9828,12.65,50.6143,4.3502
MAFK_HUMAN,Transcription factor MafK OS=Homo sapiens GN=MAFK PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,36.54,3.4509,0.0607,50.64,5.1775,0.091,32.69,11.5017,0.2022,NaN,NaN,NaN
RAI3_HUMAN,Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2,9.8,98.4971,4.0039,12.89,90.0133,3.6591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.16,55.6297,2.2614
K1211_HUMAN,Uncharacterized protein KIAA1211 OS=Homo sapiens GN=KIAA1211 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,28.63,14.5069,1.9922,25.47,2.8801,0.3955,16.63,6.6622,0.9149,NaN,NaN,NaN
CHMP3_HUMAN,Charged multivesicular body protein 3 OS=Homo sapiens GN=CHMP3 PE=1 SV=3,26.13,68.2643,1.7155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.93,39.9939,1.0051,22.52,121.3458,3.0494
NUP88_HUMAN,Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2,15.79,46.5932,3.9456,NaN,NaN,NaN,16.73,12.8293,1.0864,NaN,NaN,NaN,7.56,16.3234,1.3823,NaN,NaN,NaN
RGS10_HUMAN,Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10 PE=1 SV=2,60.12,121.7647,2.4779,NaN,NaN,NaN,47.4,55.6777,1.133,NaN,NaN,NaN,NaN,NaN,NaN,64.16,80.1225,1.6305
AIF1L_HUMAN,Allograft inflammatory factor 1-like OS=Homo sapiens GN=AIF1L PE=1 SV=1,48,16.5024,0.2826,NaN,NaN,NaN,55.33,10.8117,0.1851,NaN,NaN,NaN,8.67,9.9588,0.1705,NaN,NaN,NaN
TEX12_HUMAN,Testis-expressed sequence 12 protein OS=Homo sapiens GN=TEX12 PE=2 SV=1,44.72,72.8183,1.0314,NaN,NaN,NaN,32.52,5.5814,0.0791,NaN,NaN,NaN,NaN,NaN,NaN,19.51,5.0671,0.0718
INVS_HUMAN,Inversin OS=Homo sapiens GN=INVS PE=1 SV=2,11.46,15.1824,1.8053,NaN,NaN,NaN,23.29,18.9295,2.2509,NaN,NaN,NaN,11.36,27.5307,3.2737,NaN,NaN,NaN
TARA_HUMAN,TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.22,8.4719,2.239,14.04,373.1894,98.628,17.42,39.6166,10.47
P4HA1_HUMAN,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2,28.84,49.6957,3.0481,NaN,NaN,NaN,17.6,20.5869,1.2627,NaN,NaN,NaN,NaN,NaN,NaN,20.97,32.5335,1.9954
CCD18_HUMAN,Coiled-coil domain-containing protein 18 OS=Homo sapiens GN=CCDC18 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.63,54.7122,9.3067,20.36,83.1073,14.1368,22.76,41.9669,7.1387
PABP5_HUMAN,Polyadenylate-binding protein 5 OS=Homo sapiens GN=PABPC5 PE=2 SV=1,24.87,8.9965,0.3929,23.3,0.9776,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3,11.982,0.5233
NAGK_HUMAN,N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=4,36.63,74.9149,2.8256,NaN,NaN,NaN,32.85,11.6748,0.4403,NaN,NaN,NaN,NaN,NaN,NaN,25,24.6495,0.9297
1B73_HUMAN,HLA class I histocompatibility antigen_ B-73 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,15.43,NaN,NaN,NaN,NaN,NaN,28.37,NaN,NaN,29.48,NaN,NaN
CT194_HUMAN,Uncharacterized protein C20orf194 OS=Homo sapiens GN=C20orf194 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,5.69,24.3123,3.2522,5.35,1.9847,0.2655,NaN,NaN,NaN,8.41,45.3574,6.0674
GOGA7_HUMAN,Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2,16.06,59.4399,0.9541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.36,18.0301,0.2894,27.01,21.2854,0.3417
UBXN4_HUMAN,UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2,14.96,40.9132,2.3346,NaN,NaN,NaN,NaN,NaN,NaN,9.65,2.03,0.1158,NaN,NaN,NaN,11.42,27.4019,1.5636
ES8L2_HUMAN,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.93,15.0157,1.22,15.24,13.2314,1.075,18.32,40.8804,3.3214
ALKB5_HUMAN,RNA demethylase ALKBH5 OS=Homo sapiens GN=ALKBH5 PE=1 SV=2,28.93,105.6148,4.7102,NaN,NaN,NaN,34.52,49.1878,2.1937,NaN,NaN,NaN,24.87,3.9579,0.1765,NaN,NaN,NaN
CCD58_HUMAN,Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1,34.72,38.7301,0.6525,55.56,59.2342,0.998,NaN,NaN,NaN,NaN,NaN,NaN,37.5,3.5966,0.0606,NaN,NaN,NaN
HEXA_HUMAN,Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2,23.44,50.6791,3.0995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.56,31.1529,1.9053,18.71,120.2626,7.3552
NIPS2_HUMAN,Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,11.89,94.9169,3.2244,18.53,12.0197,0.4083,NaN,NaN,NaN,36.36,67.0178,2.2766
TTC37_HUMAN,Tetratricopeptide repeat protein 37 OS=Homo sapiens GN=TTC37 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,21.87,13.1042,2.3273,11.13,13.3862,2.3773,NaN,NaN,NaN,11.38,16.5914,2.9466
SEC63_HUMAN,Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2,26.18,43.1577,3.815,NaN,NaN,NaN,29.87,22.7843,2.014,NaN,NaN,NaN,NaN,NaN,NaN,20.53,33.2766,2.9415
GOGA2_HUMAN,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,24.15,71.2555,8.1027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.76,22.8588,2.5994,23.75,12.7691,1.452
BSN_HUMAN,Protein bassoon OS=Homo sapiens GN=BSN PE=2 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.21,181.1044,75.8067,15.66,138.0305,57.7768,12.56,159.3705,66.7093
RFOX2_HUMAN,RNA binding protein fox-1 homolog 2 OS=Homo sapiens GN=RBFOX2 PE=1 SV=3,8.21,19.7007,0.8151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.26,3.8995,0.1613,17.18,85.4413,3.535
5HT3A_HUMAN,5-hydroxytryptamine receptor 3A OS=Homo sapiens GN=HTR3A PE=1 SV=1,8.37,135.4467,7.5494,NaN,NaN,NaN,21.55,3.1256,0.1742,8.79,42.5445,2.3713,NaN,NaN,NaN,NaN,NaN,NaN
VATF_HUMAN,V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2,58.82,21.6343,0.2893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.1,9.7708,0.1306,52.94,146.1276,1.9538
ENY2_HUMAN,Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1,NaN,NaN,NaN,63.37,31.0992,0.3621,NaN,NaN,NaN,48.51,33.5789,0.3909,51.49,12.766,0.1486,NaN,NaN,NaN
SRC_HUMAN,Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3,23.69,33.2609,2.0072,NaN,NaN,NaN,18.84,18.2873,1.1036,NaN,NaN,NaN,NaN,NaN,NaN,20.9,19.6789,1.1876
CJ090_HUMAN,Centrosomal protein C10orf90 OS=Homo sapiens GN=C10orf90 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.88,21.519,1.7011,16.31,4.5566,0.3602,9.87,22.4206,1.7724
MESD_HUMAN,LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2,24.36,49.9191,1.3103,NaN,NaN,NaN,19.23,6.3807,0.1675,NaN,NaN,NaN,NaN,NaN,NaN,34.19,35.8667,0.9414
DPCD_HUMAN,Protein DPCD OS=Homo sapiens GN=DPCD PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.73,11.9211,0.2791,21.18,31.2846,0.7324,17.73,76.6448,1.7943
NEUA_HUMAN,N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.44,12.4237,0.6096,21.43,17.283,0.848,21.43,199.0398,9.7656
CS043_HUMAN,Uncharacterized protein C19orf43 OS=Homo sapiens GN=C19orf43 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,32.95,7.0995,0.1312,NaN,NaN,NaN,34.66,12.8013,0.2365,32.39,20.6212,0.381
KAT2A_HUMAN,Histone acetyltransferase KAT2A OS=Homo sapiens GN=KAT2A PE=1 SV=3,12.07,127.8303,12.1305,NaN,NaN,NaN,NaN,NaN,NaN,22.58,194.7878,18.4844,9.08,40.3753,3.8314,NaN,NaN,NaN
SFI1_HUMAN,Protein SFI1 homolog OS=Homo sapiens GN=SFI1 PE=1 SV=2,15.3,138.2002,20.5963,NaN,NaN,NaN,NaN,NaN,NaN,19.4,12.3189,1.8359,10.95,7.5097,1.1192,NaN,NaN,NaN
F122B_HUMAN,Protein FAM122B OS=Homo sapiens GN=FAM122B PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.41,8.9136,0.2421,20.65,8.902,0.2417,30.77,20.484,0.5563
RALB_HUMAN,Ras-related protein Ral-B OS=Homo sapiens GN=RALB PE=1 SV=1,21.36,5.2505,0.1235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.9,3.5388,0.0832,37.38,16.8305,0.3959
NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3,59.6,81.3308,0.8975,NaN,NaN,NaN,NaN,NaN,NaN,51.52,21.854,0.2412,NaN,NaN,NaN,50.51,25.9616,0.2865
TAF6_HUMAN,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,20.09,41.6884,3.0556,NaN,NaN,NaN,22.9,17.0488,1.2496,NaN,NaN,NaN,NaN,NaN,NaN,16.69,131.197,9.6162
ORC5_HUMAN,Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1,26.67,87.5833,4.4489,NaN,NaN,NaN,26.21,30.3691,1.5426,NaN,NaN,NaN,NaN,NaN,NaN,17.01,17.7369,0.901
TMED7_HUMAN,Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2,NaN,NaN,NaN,29.46,228.0208,5.8177,NaN,NaN,NaN,9.38,23.3503,0.5958,11.16,14.6577,0.374,NaN,NaN,NaN
CPNE5_HUMAN,Copine-5 OS=Homo sapiens GN=CPNE5 PE=1 SV=2,18.38,24.9788,1.6576,NaN,NaN,NaN,23.95,2.8111,0.1865,NaN,NaN,NaN,NaN,NaN,NaN,22.6,19.5317,1.2961
FARP2_HUMAN,FERM_ RhoGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens GN=FARP2 PE=1 SV=3,14.42,67.3939,8.1413,20.4,2.5631,0.3096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.61,48.7733,5.8919
CHST8_HUMAN,Carbohydrate sulfotransferase 8 OS=Homo sapiens GN=CHST8 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,12.74,3.241,0.1594,8.02,16.3233,0.8027,NaN,NaN,NaN,19.58,134.4915,6.6138
STX8_HUMAN,Syntaxin-8 OS=Homo sapiens GN=STX8 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,36.86,8.5624,0.2314,24.58,16.3177,0.4409,NaN,NaN,NaN,18.64,27.7905,0.7509
WNK1_HUMAN,Serine/threonine-protein kinase WNK1 OS=Homo sapiens GN=WNK1 PE=1 SV=2,9.15,28.1764,7.0922,NaN,NaN,NaN,NaN,NaN,NaN,6.76,23.0379,5.7988,8.82,61.2838,15.4255,NaN,NaN,NaN
MAVS_HUMAN,Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS PE=1 SV=2,23.33,21.5243,1.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.52,5.8138,0.332,13.15,13.4866,0.7701
KAP1_HUMAN,cAMP-dependent protein kinase type I-beta regulatory subunit OS=Homo sapiens GN=PRKAR1B PE=1 SV=4,8.4,198.672,8.6254,NaN,NaN,NaN,NaN,NaN,NaN,14.96,2.8024,0.1217,NaN,NaN,NaN,10.76,NaN,NaN
EFHD1_HUMAN,EF-hand domain-containing protein D1 OS=Homo sapiens GN=EFHD1 PE=1 SV=1,24.69,9.0674,0.2452,33.47,2.4,0.0649,NaN,NaN,NaN,17.99,0.6053,0.0164,NaN,NaN,NaN,NaN,NaN,NaN
ROBO1_HUMAN,Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1,12.3,29.6981,5.4071,14.9,5.3881,0.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.05,42.5633,7.7495
PCDH1_HUMAN,Protocadherin-1 OS=Homo sapiens GN=PCDH1 PE=1 SV=2,10.47,8.839,1.0172,NaN,NaN,NaN,NaN,NaN,NaN,9.34,3.0744,0.3538,8.68,1.7843,0.2054,NaN,NaN,NaN
NDUS8_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8_ mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1,32.38,85.1915,2.0632,NaN,NaN,NaN,29.52,40.49,0.9806,NaN,NaN,NaN,21.9,418.5346,10.1362,NaN,NaN,NaN
SPC25_HUMAN,Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1,46.88,348.2485,9.1275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.36,32.947,0.8635,29.46,114.7148,3.0067
SCAM2_HUMAN,Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2,11.85,54.6669,2.0284,10.94,43.9153,1.6295,NaN,NaN,NaN,NaN,NaN,NaN,7.29,30.2413,1.1221,NaN,NaN,NaN
CE295_HUMAN,Centrosomal protein of 295 kDa OS=Homo sapiens GN=CEP295 PE=2 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,14.38,18.9615,5.6262,NaN,NaN,NaN,13.49,82.9035,24.5988,13.42,63.3278,18.7904
NRBP_HUMAN,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1,16.45,76.5753,4.6263,NaN,NaN,NaN,NaN,NaN,NaN,14.21,7.0365,0.4251,10.28,58.4403,3.5307,NaN,NaN,NaN
AFAD_HUMAN,Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3,19.74,86.4407,17.9651,NaN,NaN,NaN,26.1,77.3377,16.0732,NaN,NaN,NaN,NaN,NaN,NaN,13.27,183.0716,38.048
TEFM_HUMAN,Transcription elongation factor_ mitochondrial OS=Homo sapiens GN=TEFM PE=1 SV=1,31.39,21.7343,0.9132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.33,15.5264,0.6524,18.61,12.9932,0.546
YH010_HUMAN,Putative IQ motif and ankyrin repeat domain-containing protein LOC642574 OS=Homo sapiens PE=5 SV=2,20.36,20.9475,1.4414,NaN,NaN,NaN,16.89,5.1761,0.3562,NaN,NaN,NaN,NaN,NaN,NaN,18.87,46.7916,3.2197
CC173_HUMAN,Coiled-coil domain-containing protein 173 OS=Homo sapiens GN=CCDC173 PE=2 SV=2,NaN,NaN,NaN,26.45,16.8154,1.1204,NaN,NaN,NaN,NaN,NaN,NaN,17.21,24.822,1.6539,27.54,65.0293,4.333
CC153_HUMAN,Coiled-coil domain-containing protein 153 OS=Homo sapiens GN=CCDC153 PE=2 SV=2,18.57,109.6452,2.6284,18.1,6.8335,0.1638,NaN,NaN,NaN,25.24,4.3545,0.1044,NaN,NaN,NaN,NaN,NaN,NaN
SH3B4_HUMAN,SH3 domain-binding protein 4 OS=Homo sapiens GN=SH3BP4 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,18.07,140.2495,15.2122,11.01,16.6253,1.8033,10.7,8.6839,0.9419,NaN,NaN,NaN
ARP5_HUMAN,Actin-related protein 5 OS=Homo sapiens GN=ACTR5 PE=1 SV=2,20.76,105.3503,7.2553,NaN,NaN,NaN,14.99,48.1335,3.3149,NaN,NaN,NaN,18.95,12.5592,0.8649,NaN,NaN,NaN
SOGA1_HUMAN,Protein SOGA1 OS=Homo sapiens GN=SOGA1 PE=1 SV=2,20.73,87.4217,14.1011,NaN,NaN,NaN,NaN,NaN,NaN,20.87,46.1296,7.4407,NaN,NaN,NaN,21.15,187.1421,30.186
SDCB1_HUMAN,Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.08,6.1306,0.2,9.06,93.434,3.0474,10.4,113.2364,3.6933
RAD18_HUMAN,E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens GN=RAD18 PE=1 SV=2,31.52,16.8511,0.9618,NaN,NaN,NaN,NaN,NaN,NaN,25.25,6.8402,0.3904,NaN,NaN,NaN,21.01,29.8581,1.7042
ARHG9_HUMAN,Rho guanine nucleotide exchange factor 9 OS=Homo sapiens GN=ARHGEF9 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.34,11.9943,0.7383,11.63,12.5803,0.7744,13.76,15.3038,0.942
NOG2_HUMAN,Nucleolar GTP-binding protein 2 OS=Homo sapiens GN=GNL2 PE=1 SV=1,17.37,43.3897,3.6397,24.9,11.0347,0.9256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.29,48.8304,4.0961
PLPP_HUMAN,Pyridoxal phosphate phosphatase OS=Homo sapiens GN=PDXP PE=1 SV=2,32.77,304.8946,9.7863,NaN,NaN,NaN,27.7,31.075,0.9974,NaN,NaN,NaN,NaN,NaN,NaN,20.61,147.0222,4.719
IMA6_HUMAN,Importin subunit alpha-6 OS=Homo sapiens GN=KPNA5 PE=1 SV=2,15.86,14.0449,0.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.46,0.7279,0.0445,13.81,3.8021,0.2323
DSCR3_HUMAN,Down syndrome critical region protein 3 OS=Homo sapiens GN=DSCR3 PE=2 SV=1,23.23,42.7344,1.4302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.82,5.7725,0.1932,19.53,3.8306,0.1282
TNPO3_HUMAN,Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3,16.25,123.6161,13.1068,NaN,NaN,NaN,10.4,17.0041,1.8029,NaN,NaN,NaN,NaN,NaN,NaN,11.48,48.6358,5.1568
YBOX2_HUMAN,Y-box-binding protein 2 OS=Homo sapiens GN=YBX2 PE=1 SV=2,28.85,4.8304,0.1863,43.68,6.9665,0.2687,NaN,NaN,NaN,NaN,NaN,NaN,23.35,53.2716,2.055,NaN,NaN,NaN
MYO1H_HUMAN,Unconventional myosin-Ih OS=Homo sapiens GN=MYO1H PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.15,46.1856,5.5478,12.02,239.496,28.7684,10.37,360.7653,43.3353
PTPRD_HUMAN,Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.62,117.7477,25.4084,13.49,25.4854,5.4994,10.2,114.1074,24.6229
SG196_HUMAN,Protein O-mannose kinase OS=Homo sapiens GN=POMK PE=1 SV=1,22,16.6144,0.673,NaN,NaN,NaN,12.86,28.9484,1.1726,NaN,NaN,NaN,10,12.1326,0.4914,NaN,NaN,NaN
COBL_HUMAN,Protein cordon-bleu OS=Homo sapiens GN=COBL PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,19.9,4.3831,0.5984,NaN,NaN,NaN,18.48,60.1467,8.2118,14.43,32.984,4.5033
CE120_HUMAN,Centrosomal protein of 120 kDa OS=Homo sapiens GN=CEP120 PE=1 SV=2,24.34,328.3297,37.1891,NaN,NaN,NaN,24.14,14.909,1.6887,NaN,NaN,NaN,NaN,NaN,NaN,20.79,71.5273,8.1017
PI42A_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens GN=PIP4K2A PE=1 SV=2,26.6,55.3447,2.5709,NaN,NaN,NaN,41.13,15.3554,0.7133,NaN,NaN,NaN,27.59,6.3565,0.2953,NaN,NaN,NaN
PRD15_HUMAN,PR domain zinc finger protein 15 OS=Homo sapiens GN=PRDM15 PE=2 SV=4,15.26,174.8539,30.1159,NaN,NaN,NaN,NaN,NaN,NaN,9.22,165.8175,28.5595,10.68,50.193,8.645,NaN,NaN,NaN
TLN2_HUMAN,Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4,15.58,59.0006,16.1633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,20.0944,5.5049,11.49,197.4622,54.0951
ASPC1_HUMAN,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1,35.44,16.9482,1.0287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.1,4.702,0.2854,22.24,18.9297,1.149
RBM39_HUMAN,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2,42.26,468.0996,27.9291,NaN,NaN,NaN,NaN,NaN,NaN,20.57,45.0263,2.6865,NaN,NaN,NaN,21.7,252.1876,15.0467
HID1_HUMAN,Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1,11.68,26.4869,2.3672,14.21,35.4446,3.1677,NaN,NaN,NaN,NaN,NaN,NaN,15.36,27.95,2.4979,NaN,NaN,NaN
CDC20_HUMAN,Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.23,27.2382,1.5014,15.23,21.5738,1.1892,17.84,30.7664,1.6959
C102B_HUMAN,Coiled-coil domain-containing protein 102B OS=Homo sapiens GN=CCDC102B PE=2 SV=4,15.59,66.5023,4.0465,NaN,NaN,NaN,NaN,NaN,NaN,18.71,54.1065,3.2922,NaN,NaN,NaN,18.91,33.3266,2.0278
AOFA_HUMAN,Amine oxidase [flavin-containing] A OS=Homo sapiens GN=MAOA PE=1 SV=1,27.89,55.4489,3.3377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.72,27.3146,1.6442,15.37,13.7293,0.8264
BRPF3_HUMAN,Bromodomain and PHD finger-containing protein 3 OS=Homo sapiens GN=BRPF3 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,17.01,2.3158,0.3182,NaN,NaN,NaN,16.02,44.2459,6.0793,8.13,20.5924,2.8294
DPOD2_HUMAN,DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1,20.9,23.656,1.2281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.73,16.884,0.8766,19.4,47.9648,2.4902
SRSF5_HUMAN,Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=1 SV=1,29.04,42.5902,1.3364,NaN,NaN,NaN,NaN,NaN,NaN,28.31,22.8398,0.7167,NaN,NaN,NaN,29.78,72.3943,2.2716
CCNL1_HUMAN,Cyclin-L1 OS=Homo sapiens GN=CCNL1 PE=1 SV=1,16.92,386.369,23.1948,NaN,NaN,NaN,13.69,39.9884,2.4006,NaN,NaN,NaN,NaN,NaN,NaN,13.88,608.7078,36.5425
NEB2_HUMAN,Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.91,25.0136,2.2353,20.74,11.4221,1.0207,21.47,40.6086,3.6289
